activation	layers	learning_rate	Accuracy	Sensitivity	Specificity	F1-score	MCC	BA	Accuracy_bcv	Sensitivity_bcv	Specificity_bcv	F1-score_bcv	MCC_bcv	BA_bcv	Accuracy_blind	Sensitivity_blind	Specificity_blind	F1-score_blind	MCC_blind	BA_blind
relu	(75,75)	0.0001	0.794	0.511	0.901	0.575	0.45	0.706	0.604	0.322	0.735	0.339	0.059	0.529	0.584	0.347	0.695	0.347	0.042	0.521
relu	(100,100)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(100,100)	0.01	0.802	0.516	0.909	0.585	0.469	0.713	0.586	0.249	0.743	0.275	-0.009	0.496	0.584	0.204	0.762	0.238	-0.038	0.483
relu	(100,100)	0.001	0.806	0.522	0.913	0.594	0.48	0.717	0.596	0.208	0.777	0.246	-0.017	0.493	0.578	0.184	0.762	0.217	-0.061	0.473
relu	(100,100)	0.0001	0.795	0.483	0.913	0.564	0.447	0.698	0.606	0.241	0.777	0.279	0.02	0.509	0.558	0.184	0.733	0.209	-0.09	0.459
relu	(125,125)	0.1	0.729	0.097	0.967	0.101	0.066	0.532	0.656	0.029	0.949	0.034	-0.026	0.489	0.682	0.0	1.0	0.0	0.0	0.5
relu	(125,125)	0.01	0.8	0.516	0.907	0.585	0.465	0.712	0.586	0.208	0.762	0.238	-0.035	0.485	0.578	0.224	0.743	0.253	-0.035	0.484
relu	(125,125)	0.001	0.802	0.5	0.915	0.58	0.465	0.708	0.595	0.151	0.802	0.192	-0.055	0.476	0.61	0.184	0.81	0.231	-0.008	0.497
relu	(125,125)	0.0001	0.802	0.478	0.923	0.569	0.461	0.701	0.599	0.135	0.815	0.174	-0.064	0.475	0.604	0.143	0.819	0.187	-0.047	0.481
relu	(150,150)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(150,150)	0.01	0.806	0.55	0.903	0.608	0.487	0.726	0.605	0.245	0.773	0.283	0.02	0.509	0.578	0.184	0.762	0.217	-0.061	0.473
relu	(150,150)	0.001	0.809	0.517	0.919	0.596	0.488	0.718	0.609	0.176	0.811	0.223	-0.011	0.493	0.597	0.224	0.771	0.262	-0.005	0.498
relu	(150,150)	0.0001	0.809	0.484	0.932	0.58	0.482	0.708	0.614	0.159	0.827	0.208	-0.015	0.493	0.623	0.184	0.829	0.237	0.015	0.506
relu	(175,175)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(175,175)	0.01	0.808	0.555	0.903	0.613	0.493	0.729	0.581	0.163	0.775	0.196	-0.073	0.469	0.571	0.122	0.781	0.154	-0.115	0.452
relu	(175,175)	0.001	0.812	0.527	0.919	0.605	0.496	0.723	0.591	0.18	0.783	0.218	-0.042	0.481	0.584	0.224	0.752	0.256	-0.025	0.488
relu	(175,175)	0.0001	0.814	0.5	0.932	0.594	0.495	0.716	0.6	0.208	0.783	0.249	-0.009	0.496	0.591	0.184	0.781	0.222	-0.041	0.482
relu	(200,200)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(200,200)	0.01	0.815	0.544	0.917	0.616	0.507	0.731	0.581	0.208	0.754	0.239	-0.042	0.481	0.63	0.265	0.8	0.313	0.073	0.533
relu	(200,200)	0.001	0.821	0.533	0.93	0.617	0.518	0.731	0.588	0.171	0.783	0.21	-0.05	0.477	0.584	0.204	0.762	0.238	-0.038	0.483
relu	(200,200)	0.0001	0.812	0.478	0.938	0.579	0.486	0.708	0.583	0.135	0.792	0.169	-0.089	0.464	0.591	0.163	0.79	0.203	-0.054	0.477
relu	(225,225)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(225,225)	0.01	0.797	0.527	0.899	0.587	0.46	0.713	0.586	0.229	0.752	0.258	-0.021	0.49	0.604	0.204	0.79	0.247	-0.006	0.497
relu	(225,225)	0.001	0.817	0.5	0.936	0.597	0.502	0.718	0.601	0.188	0.794	0.231	-0.02	0.491	0.571	0.184	0.752	0.214	-0.071	0.468
relu	(225,225)	0.0001	0.812	0.511	0.926	0.598	0.493	0.718	0.601	0.171	0.802	0.214	-0.031	0.487	0.604	0.224	0.781	0.265	0.006	0.503
relu	(250,250)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(250,250)	0.01	0.805	0.544	0.903	0.602	0.481	0.723	0.592	0.261	0.747	0.287	0.008	0.504	0.578	0.245	0.733	0.27	-0.023	0.489
relu	(250,250)	0.001	0.824	0.528	0.936	0.621	0.526	0.732	0.588	0.192	0.773	0.228	-0.039	0.483	0.604	0.245	0.771	0.282	0.018	0.508
relu	(250,250)	0.0001	0.809	0.462	0.94	0.569	0.477	0.701	0.599	0.204	0.783	0.244	-0.015	0.493	0.604	0.245	0.771	0.282	0.018	0.508
relu	(275,275)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(275,275)	0.01	0.821	0.566	0.917	0.633	0.526	0.741	0.587	0.245	0.747	0.274	-0.008	0.496	0.597	0.265	0.752	0.295	0.019	0.509
relu	(275,275)	0.001	0.797	0.478	0.917	0.562	0.448	0.697	0.613	0.171	0.819	0.219	-0.01	0.495	0.617	0.204	0.81	0.253	0.016	0.507
relu	(275,275)	0.0001	0.803	0.483	0.923	0.573	0.464	0.703	0.618	0.163	0.83	0.211	-0.009	0.497	0.61	0.163	0.819	0.211	-0.022	0.491
relu	(300,300)	0.1	0.725	0.0	0.998	0.0	-0.011	0.499	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(300,300)	0.01	0.808	0.527	0.913	0.599	0.487	0.72	0.619	0.241	0.796	0.286	0.041	0.519	0.545	0.204	0.705	0.222	-0.096	0.454
relu	(300,300)	0.001	0.811	0.522	0.919	0.601	0.491	0.721	0.594	0.167	0.792	0.204	-0.048	0.48	0.591	0.184	0.781	0.222	-0.041	0.482
relu	(300,300)	0.0001	0.806	0.511	0.917	0.591	0.479	0.714	0.6	0.188	0.792	0.23	-0.021	0.49	0.591	0.184	0.781	0.222	-0.041	0.482
