activation	layers	learning_rate	Accuracy	Sensitivity	Specificity	F1-score	MCC	BA	Accuracy_bcv	Sensitivity_bcv	Specificity_bcv	F1-score_bcv	MCC_bcv	BA_bcv	Accuracy_blind	Sensitivity_blind	Specificity_blind	F1-score_blind	MCC_blind	BA_blind
relu	(100,100)	0.0001	0.869	0.925	0.812	0.876	0.742	0.869	0.777	0.912	0.642	0.804	0.576	0.777	0.8	0.924	0.676	0.822	0.619	0.8
relu	(125,125)	0.1	0.502	0.4	0.604	0.268	0.029	0.502	0.5	0.4	0.6	0.267	0.0	0.5	0.505	0.01	1.0	0.019	0.069	0.505
relu	(125,125)	0.01	0.877	0.93	0.824	0.883	0.759	0.877	0.773	0.903	0.644	0.799	0.567	0.773	0.795	0.914	0.676	0.817	0.608	0.795
relu	(125,125)	0.001	0.872	0.917	0.826	0.877	0.747	0.872	0.769	0.893	0.644	0.794	0.555	0.769	0.805	0.924	0.686	0.826	0.628	0.805
relu	(125,125)	0.0001	0.876	0.915	0.837	0.88	0.755	0.876	0.773	0.893	0.653	0.798	0.563	0.773	0.79	0.914	0.667	0.814	0.6	0.79
relu	(150,150)	0.1	0.528	0.464	0.596	0.36	0.094	0.53	0.522	0.455	0.589	0.35	0.064	0.522	0.5	1.0	0.0	0.667	0.0	0.5
relu	(150,150)	0.01	0.882	0.938	0.826	0.888	0.77	0.882	0.77	0.903	0.636	0.797	0.56	0.77	0.79	0.933	0.648	0.817	0.606	0.79
relu	(150,150)	0.001	0.878	0.923	0.832	0.883	0.759	0.878	0.777	0.912	0.642	0.804	0.576	0.777	0.805	0.924	0.686	0.826	0.628	0.805
relu	(150,150)	0.0001	0.874	0.919	0.828	0.879	0.751	0.874	0.777	0.912	0.642	0.804	0.576	0.777	0.805	0.943	0.667	0.828	0.634	0.805
relu	(175,175)	0.1	0.624	0.456	0.793	0.436	0.288	0.624	0.61	0.463	0.758	0.436	0.27	0.61	0.5	0.0	1.0	0.0	0.0	0.5
relu	(175,175)	0.01	0.871	0.936	0.806	0.879	0.748	0.871	0.774	0.909	0.64	0.801	0.57	0.774	0.776	0.905	0.648	0.802	0.572	0.776
relu	(175,175)	0.001	0.885	0.932	0.839	0.89	0.774	0.885	0.777	0.909	0.646	0.803	0.575	0.777	0.805	0.924	0.686	0.826	0.628	0.805
relu	(175,175)	0.0001	0.879	0.923	0.834	0.884	0.761	0.879	0.778	0.914	0.642	0.805	0.578	0.778	0.786	0.914	0.657	0.81	0.591	0.786
relu	(200,200)	0.1	0.587	0.629	0.546	0.517	0.203	0.588	0.572	0.634	0.51	0.51	0.163	0.572	0.5	0.0	1.0	0.0	0.0	0.5
relu	(200,200)	0.01	0.875	0.925	0.824	0.88	0.755	0.875	0.776	0.905	0.648	0.802	0.572	0.776	0.79	0.924	0.657	0.815	0.603	0.79
relu	(200,200)	0.001	0.878	0.919	0.837	0.883	0.759	0.878	0.79	0.912	0.669	0.813	0.599	0.79	0.805	0.933	0.676	0.827	0.631	0.805
relu	(200,200)	0.0001	0.885	0.921	0.849	0.889	0.772	0.885	0.791	0.922	0.661	0.816	0.604	0.791	0.81	0.943	0.676	0.832	0.642	0.81
relu	(225,225)	0.1	0.499	0.004	0.994	0.008	-0.006	0.499	0.501	0.006	0.996	0.011	0.014	0.501	0.5	1.0	0.0	0.667	0.0	0.5
relu	(225,225)	0.01	0.86	0.9	0.82	0.865	0.723	0.86	0.75	0.87	0.63	0.777	0.518	0.75	0.786	0.905	0.667	0.809	0.588	0.786
relu	(225,225)	0.001	0.878	0.915	0.841	0.882	0.758	0.878	0.781	0.901	0.661	0.805	0.579	0.781	0.814	0.933	0.695	0.834	0.647	0.814
relu	(225,225)	0.0001	0.883	0.93	0.836	0.888	0.77	0.883	0.772	0.907	0.638	0.8	0.566	0.772	0.8	0.933	0.667	0.824	0.623	0.8
relu	(250,250)	0.1	0.499	0.8	0.2	0.533	0.0	0.5	0.5	0.798	0.202	0.533	0.0	0.5	0.5	1.0	0.0	0.667	0.0	0.5
relu	(250,250)	0.01	0.866	0.927	0.806	0.874	0.739	0.866	0.762	0.903	0.621	0.792	0.547	0.762	0.795	0.933	0.657	0.82	0.614	0.795
relu	(250,250)	0.001	0.881	0.921	0.841	0.885	0.765	0.881	0.767	0.905	0.629	0.795	0.555	0.767	0.795	0.933	0.657	0.82	0.614	0.795
relu	(250,250)	0.0001	0.888	0.923	0.853	0.892	0.779	0.888	0.775	0.907	0.644	0.801	0.571	0.775	0.824	0.933	0.714	0.841	0.664	0.824
relu	(275,275)	0.1	0.649	0.405	0.892	0.427	0.345	0.648	0.609	0.408	0.81	0.421	0.267	0.609	0.505	1.0	0.01	0.669	0.069	0.505
relu	(275,275)	0.01	0.844	0.925	0.762	0.855	0.698	0.844	0.736	0.893	0.579	0.772	0.498	0.736	0.743	0.895	0.59	0.777	0.51	0.743
relu	(275,275)	0.001	0.883	0.932	0.834	0.888	0.77	0.883	0.781	0.91	0.651	0.806	0.582	0.781	0.8	0.933	0.667	0.824	0.623	0.8
relu	(275,275)	0.0001	0.891	0.928	0.855	0.895	0.785	0.891	0.774	0.912	0.636	0.802	0.571	0.774	0.805	0.933	0.676	0.827	0.631	0.805
relu	(300,300)	0.1	0.501	0.004	0.998	0.008	0.008	0.501	0.502	0.004	1.0	0.007	0.02	0.502	0.495	0.99	0.0	0.662	-0.069	0.495
relu	(300,300)	0.01	0.861	0.923	0.799	0.869	0.729	0.861	0.77	0.909	0.63	0.798	0.562	0.77	0.767	0.943	0.59	0.802	0.57	0.767
relu	(300,300)	0.001	0.887	0.919	0.855	0.891	0.776	0.887	0.794	0.918	0.67	0.817	0.608	0.794	0.8	0.933	0.667	0.824	0.623	0.8
relu	(300,300)	0.0001	0.878	0.915	0.841	0.882	0.758	0.878	0.795	0.916	0.674	0.817	0.609	0.795	0.805	0.933	0.676	0.827	0.631	0.805
