activation	layers	learning_rate	Accuracy	Sensitivity	Specificity	F1-score	MCC	BA	Accuracy_bcv	Sensitivity_bcv	Specificity_bcv	F1-score_bcv	MCC_bcv	BA_bcv	Accuracy_blind	Sensitivity_blind	Specificity_blind	F1-score_blind	MCC_blind	BA_blind
relu	(100,100)	0.001	0.974	0.912	0.998	0.951	0.936	0.955	0.756	0.653	0.804	0.63	0.449	0.728	0.76	0.673	0.8	0.641	0.462	0.737
relu	(100,100)	0.0001	0.97	0.901	0.996	0.942	0.924	0.949	0.751	0.592	0.825	0.601	0.42	0.708	0.753	0.592	0.829	0.604	0.425	0.71
relu	(125,125)	0.1	0.786	0.235	0.994	0.347	0.394	0.614	0.704	0.151	0.962	0.215	0.18	0.556	0.682	0.0	1.0	0.0	0.0	0.5
relu	(125,125)	0.01	0.971	0.918	0.992	0.946	0.928	0.955	0.736	0.673	0.766	0.619	0.423	0.72	0.727	0.673	0.752	0.611	0.408	0.713
relu	(125,125)	0.001	0.967	0.901	0.992	0.937	0.916	0.947	0.74	0.694	0.762	0.63	0.437	0.728	0.74	0.714	0.752	0.636	0.444	0.733
relu	(125,125)	0.0001	0.961	0.88	0.992	0.925	0.901	0.936	0.749	0.673	0.785	0.631	0.445	0.729	0.74	0.673	0.771	0.623	0.429	0.722
relu	(150,150)	0.1	0.731	0.016	1.0	0.03	0.049	0.508	0.679	0.0	0.996	0.0	-0.016	0.498	0.721	0.204	0.962	0.317	0.269	0.583
relu	(150,150)	0.01	0.97	0.934	0.983	0.945	0.924	0.959	0.725	0.653	0.758	0.6	0.396	0.706	0.708	0.612	0.752	0.571	0.353	0.682
relu	(150,150)	0.001	0.962	0.896	0.988	0.929	0.905	0.942	0.716	0.633	0.754	0.586	0.374	0.693	0.721	0.612	0.771	0.583	0.375	0.692
relu	(150,150)	0.0001	0.959	0.885	0.988	0.923	0.897	0.936	0.726	0.637	0.768	0.597	0.392	0.702	0.721	0.633	0.762	0.59	0.382	0.697
relu	(175,175)	0.1	0.824	0.393	0.988	0.459	0.492	0.69	0.696	0.282	0.89	0.288	0.181	0.586	0.727	0.245	0.952	0.364	0.293	0.599
relu	(175,175)	0.01	0.962	0.901	0.985	0.929	0.905	0.943	0.727	0.641	0.768	0.599	0.396	0.704	0.708	0.612	0.752	0.571	0.353	0.682
relu	(175,175)	0.001	0.965	0.901	0.99	0.934	0.912	0.945	0.752	0.678	0.787	0.635	0.45	0.732	0.753	0.714	0.771	0.648	0.465	0.743
relu	(175,175)	0.0001	0.958	0.874	0.99	0.919	0.893	0.932	0.749	0.616	0.811	0.609	0.426	0.714	0.76	0.673	0.8	0.641	0.462	0.737
relu	(200,200)	0.1	0.743	0.061	1.0	0.108	0.177	0.53	0.684	0.033	0.989	0.06	0.09	0.511	0.714	0.327	0.895	0.421	0.272	0.611
relu	(200,200)	0.01	0.962	0.912	0.981	0.93	0.905	0.947	0.705	0.608	0.75	0.566	0.348	0.679	0.74	0.673	0.771	0.623	0.429	0.722
relu	(200,200)	0.001	0.965	0.896	0.992	0.934	0.912	0.944	0.74	0.69	0.764	0.628	0.435	0.727	0.76	0.714	0.781	0.654	0.476	0.748
relu	(200,200)	0.0001	0.955	0.868	0.988	0.913	0.885	0.928	0.744	0.673	0.777	0.626	0.436	0.725	0.747	0.673	0.781	0.629	0.44	0.727
relu	(225,225)	0.1	0.791	0.303	0.975	0.393	0.404	0.639	0.705	0.241	0.922	0.249	0.184	0.581	0.727	0.163	0.99	0.276	0.305	0.577
relu	(225,225)	0.01	0.968	0.912	0.99	0.94	0.92	0.951	0.71	0.641	0.743	0.584	0.368	0.692	0.708	0.592	0.762	0.563	0.345	0.677
relu	(225,225)	0.001	0.973	0.929	0.99	0.949	0.932	0.959	0.727	0.661	0.758	0.607	0.403	0.71	0.734	0.673	0.762	0.617	0.419	0.718
relu	(225,225)	0.0001	0.964	0.89	0.992	0.931	0.909	0.941	0.714	0.608	0.764	0.575	0.362	0.686	0.714	0.612	0.762	0.577	0.364	0.687
relu	(250,250)	0.1	0.759	0.138	0.994	0.21	0.217	0.566	0.695	0.094	0.975	0.152	0.152	0.535	0.74	0.327	0.933	0.444	0.34	0.63
relu	(250,250)	0.01	0.967	0.924	0.983	0.938	0.916	0.953	0.704	0.649	0.73	0.582	0.362	0.689	0.734	0.633	0.781	0.602	0.404	0.707
relu	(250,250)	0.001	0.965	0.89	0.994	0.934	0.912	0.942	0.762	0.678	0.802	0.644	0.468	0.74	0.773	0.694	0.81	0.66	0.491	0.752
relu	(250,250)	0.0001	0.962	0.885	0.992	0.928	0.905	0.938	0.77	0.653	0.825	0.644	0.475	0.739	0.773	0.653	0.829	0.646	0.479	0.741
relu	(275,275)	0.1	0.752	0.104	0.996	0.173	0.197	0.55	0.687	0.061	0.979	0.097	0.08	0.52	0.675	0.0	0.99	0.0	-0.055	0.495
relu	(275,275)	0.01	0.962	0.901	0.985	0.929	0.905	0.943	0.713	0.641	0.747	0.586	0.373	0.694	0.721	0.714	0.724	0.619	0.414	0.719
relu	(275,275)	0.001	0.971	0.907	0.996	0.945	0.928	0.951	0.718	0.653	0.749	0.596	0.386	0.701	0.727	0.653	0.762	0.604	0.4	0.707
relu	(275,275)	0.0001	0.959	0.879	0.99	0.922	0.897	0.935	0.71	0.612	0.756	0.573	0.357	0.684	0.721	0.633	0.762	0.59	0.382	0.697
relu	(300,300)	0.1	0.83	0.412	0.988	0.452	0.463	0.7	0.695	0.265	0.895	0.283	0.192	0.58	0.721	0.184	0.971	0.295	0.27	0.578
relu	(300,300)	0.01	0.953	0.868	0.985	0.909	0.881	0.927	0.721	0.641	0.758	0.593	0.385	0.699	0.727	0.673	0.752	0.611	0.408	0.713
relu	(300,300)	0.001	0.973	0.907	0.998	0.948	0.932	0.952	0.721	0.624	0.766	0.587	0.379	0.695	0.727	0.612	0.781	0.588	0.385	0.697
relu	(300,300)	0.0001	0.962	0.885	0.992	0.928	0.905	0.938	0.709	0.514	0.8	0.529	0.32	0.657	0.701	0.51	0.79	0.521	0.304	0.65
