activation	layers	learning_rate	Accuracy	Sensitivity	Specificity	F1-score	MCC	BA	Accuracy_bcv	Sensitivity_bcv	Specificity_bcv	F1-score_bcv	MCC_bcv	BA_bcv	Accuracy_blind	Sensitivity_blind	Specificity_blind	F1-score_blind	MCC_blind	BA_blind
relu	(100,100)	0.1	0.725	0.006	0.996	0.011	0.002	0.501	0.681	0.008	0.994	0.015	0.006	0.501	0.701	0.592	0.752	0.558	0.335	0.672
relu	(100,100)	0.01	0.931	0.808	0.977	0.865	0.823	0.892	0.749	0.604	0.817	0.606	0.423	0.711	0.734	0.612	0.79	0.594	0.397	0.701
relu	(100,100)	0.001	0.925	0.775	0.981	0.849	0.807	0.878	0.773	0.616	0.846	0.632	0.469	0.731	0.753	0.612	0.819	0.612	0.431	0.716
relu	(100,100)	0.0001	0.922	0.748	0.988	0.839	0.8	0.868	0.76	0.514	0.874	0.575	0.417	0.694	0.753	0.531	0.857	0.578	0.409	0.694
relu	(125,125)	0.1	0.726	0.006	0.998	0.011	0.018	0.502	0.681	0.0	0.998	0.0	-0.011	0.499	0.682	0.0	1.0	0.0	0.0	0.5
relu	(125,125)	0.01	0.926	0.803	0.973	0.855	0.811	0.888	0.732	0.6	0.794	0.589	0.392	0.697	0.74	0.653	0.781	0.615	0.422	0.717
relu	(125,125)	0.001	0.934	0.786	0.99	0.867	0.831	0.888	0.736	0.563	0.817	0.574	0.385	0.69	0.734	0.592	0.8	0.586	0.39	0.696
relu	(125,125)	0.0001	0.925	0.759	0.988	0.846	0.808	0.873	0.721	0.478	0.834	0.52	0.329	0.656	0.721	0.51	0.819	0.538	0.339	0.665
relu	(150,150)	0.1	0.728	0.006	1.0	0.011	0.029	0.503	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(150,150)	0.01	0.919	0.786	0.969	0.841	0.791	0.878	0.735	0.616	0.79	0.595	0.4	0.703	0.747	0.571	0.829	0.589	0.407	0.7
relu	(150,150)	0.001	0.929	0.775	0.988	0.856	0.82	0.881	0.744	0.531	0.844	0.569	0.39	0.687	0.734	0.551	0.819	0.568	0.377	0.685
relu	(150,150)	0.0001	0.92	0.737	0.99	0.834	0.797	0.863	0.752	0.543	0.85	0.582	0.409	0.696	0.747	0.551	0.838	0.581	0.401	0.695
relu	(175,175)	0.1	0.747	0.094	0.994	0.121	0.11	0.544	0.696	0.073	0.987	0.099	0.069	0.53	0.649	0.163	0.876	0.229	0.054	0.52
relu	(175,175)	0.01	0.929	0.819	0.971	0.863	0.819	0.895	0.745	0.637	0.796	0.614	0.425	0.716	0.747	0.673	0.781	0.629	0.44	0.727
relu	(175,175)	0.001	0.937	0.803	0.988	0.874	0.839	0.895	0.755	0.6	0.827	0.608	0.43	0.713	0.74	0.571	0.819	0.583	0.395	0.695
relu	(175,175)	0.0001	0.922	0.748	0.988	0.839	0.8	0.868	0.739	0.522	0.84	0.56	0.378	0.681	0.734	0.571	0.81	0.577	0.383	0.69
relu	(200,200)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(200,200)	0.01	0.929	0.819	0.971	0.863	0.819	0.895	0.744	0.616	0.804	0.605	0.417	0.71	0.747	0.653	0.79	0.621	0.433	0.722
relu	(200,200)	0.001	0.932	0.775	0.992	0.861	0.829	0.884	0.752	0.567	0.838	0.592	0.416	0.703	0.747	0.531	0.848	0.571	0.396	0.689
relu	(200,200)	0.0001	0.922	0.742	0.99	0.838	0.801	0.866	0.745	0.482	0.869	0.546	0.38	0.675	0.734	0.469	0.857	0.529	0.353	0.663
relu	(225,225)	0.1	0.726	0.011	0.996	0.021	0.025	0.503	0.686	0.012	1.0	0.023	0.041	0.506	0.682	0.0	1.0	0.0	0.0	0.5
relu	(225,225)	0.01	0.937	0.803	0.988	0.874	0.84	0.895	0.727	0.576	0.798	0.572	0.373	0.687	0.779	0.612	0.857	0.638	0.481	0.735
relu	(225,225)	0.001	0.937	0.802	0.988	0.874	0.839	0.895	0.751	0.608	0.817	0.607	0.426	0.713	0.74	0.653	0.781	0.615	0.422	0.717
relu	(225,225)	0.0001	0.925	0.759	0.988	0.846	0.808	0.873	0.735	0.473	0.857	0.531	0.357	0.665	0.721	0.469	0.838	0.517	0.327	0.654
relu	(250,250)	0.1	0.728	0.006	1.0	0.011	0.029	0.503	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(250,250)	0.01	0.934	0.814	0.979	0.87	0.831	0.896	0.734	0.604	0.794	0.591	0.395	0.699	0.708	0.51	0.8	0.526	0.316	0.655
relu	(250,250)	0.001	0.929	0.775	0.988	0.856	0.82	0.881	0.723	0.539	0.81	0.553	0.353	0.674	0.734	0.612	0.79	0.594	0.397	0.701
relu	(250,250)	0.0001	0.917	0.726	0.99	0.827	0.789	0.858	0.692	0.416	0.821	0.462	0.254	0.619	0.727	0.49	0.838	0.533	0.346	0.664
relu	(275,275)	0.1	0.726	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5	0.682	0.0	1.0	0.0	0.0	0.5
relu	(275,275)	0.01	0.932	0.808	0.979	0.867	0.827	0.894	0.732	0.6	0.794	0.586	0.39	0.697	0.773	0.735	0.79	0.673	0.505	0.763
relu	(275,275)	0.001	0.935	0.792	0.99	0.87	0.835	0.891	0.709	0.514	0.8	0.528	0.319	0.657	0.76	0.653	0.81	0.634	0.456	0.731
relu	(275,275)	0.0001	0.922	0.737	0.992	0.835	0.8	0.864	0.677	0.408	0.802	0.445	0.222	0.605	0.682	0.449	0.79	0.473	0.247	0.62
relu	(300,300)	0.1	0.761	0.144	0.994	0.167	0.173	0.569	0.691	0.131	0.952	0.121	0.08	0.541	0.714	0.102	1.0	0.185	0.268	0.551
relu	(300,300)	0.01	0.931	0.802	0.979	0.863	0.822	0.891	0.743	0.641	0.79	0.613	0.422	0.716	0.792	0.755	0.81	0.698	0.545	0.782
relu	(300,300)	0.001	0.931	0.792	0.983	0.862	0.823	0.888	0.732	0.563	0.811	0.572	0.378	0.687	0.753	0.551	0.848	0.587	0.414	0.699
relu	(300,300)	0.0001	0.911	0.698	0.992	0.811	0.773	0.845	0.712	0.453	0.832	0.5	0.304	0.643	0.734	0.531	0.829	0.559	0.37	0.68
