FPR	Mean TPR AUC = 0.9327
0.0	0.0
0.010101010101010102	0.0380952380952381
0.020202020202020204	0.14285714285714285
0.030303030303030304	0.3619047619047619
0.04040404040404041	0.4666666666666667
0.05050505050505051	0.7238095238095238
0.06060606060606061	0.7238095238095238
0.07070707070707072	0.7714285714285715
0.08080808080808081	0.7904761904761904
0.09090909090909091	0.8
0.10101010101010102	0.8095238095238095
0.11111111111111112	0.8285714285714286
0.12121212121212122	0.8476190476190476
0.13131313131313133	0.8476190476190476
0.14141414141414144	0.8476190476190476
0.15151515151515152	0.8571428571428571
0.16161616161616163	0.8666666666666667
0.17171717171717174	0.9142857142857143
0.18181818181818182	0.9523809523809523
0.19191919191919193	0.9714285714285714
0.20202020202020204	0.9714285714285714
0.21212121212121213	0.9714285714285714
0.22222222222222224	0.9714285714285714
0.23232323232323235	0.9714285714285714
0.24242424242424243	0.9809523809523809
0.25252525252525254	0.9809523809523809
0.26262626262626265	0.9809523809523809
0.27272727272727276	0.9809523809523809
0.2828282828282829	0.9809523809523809
0.29292929292929293	0.9809523809523809
0.30303030303030304	0.9809523809523809
0.31313131313131315	0.9809523809523809
0.32323232323232326	0.9809523809523809
0.33333333333333337	0.9809523809523809
0.3434343434343435	0.9809523809523809
0.3535353535353536	0.9809523809523809
0.36363636363636365	0.9809523809523809
0.37373737373737376	0.9809523809523809
0.38383838383838387	0.9809523809523809
0.393939393939394	0.9809523809523809
0.4040404040404041	0.9809523809523809
0.4141414141414142	0.9809523809523809
0.42424242424242425	0.9809523809523809
0.43434343434343436	0.9904761904761905
0.4444444444444445	0.9904761904761905
0.4545454545454546	0.9904761904761905
0.4646464646464647	0.9904761904761905
0.4747474747474748	0.9904761904761905
0.48484848484848486	0.9904761904761905
0.494949494949495	0.9904761904761905
0.5050505050505051	0.9904761904761905
0.5151515151515152	0.9904761904761905
0.5252525252525253	0.9904761904761905
0.5353535353535354	0.9904761904761905
0.5454545454545455	0.9904761904761905
0.5555555555555556	0.9904761904761905
0.5656565656565657	0.9904761904761905
0.5757575757575758	0.9904761904761905
0.5858585858585859	0.9904761904761905
0.595959595959596	0.9904761904761905
0.6060606060606061	0.9904761904761905
0.6161616161616162	0.9904761904761905
0.6262626262626263	0.9904761904761905
0.6363636363636365	0.9904761904761905
0.6464646464646465	0.9904761904761905
0.6565656565656566	0.9904761904761905
0.6666666666666667	0.9904761904761905
0.6767676767676768	0.9904761904761905
0.686868686868687	0.9904761904761905
0.696969696969697	1.0
0.7070707070707072	1.0
0.7171717171717172	1.0
0.7272727272727273	1.0
0.7373737373737375	1.0
0.7474747474747475	1.0
0.7575757575757577	1.0
0.7676767676767677	1.0
0.7777777777777778	1.0
0.787878787878788	1.0
0.797979797979798	1.0
0.8080808080808082	1.0
0.8181818181818182	1.0
0.8282828282828284	1.0
0.8383838383838385	1.0
0.8484848484848485	1.0
0.8585858585858587	1.0
0.8686868686868687	1.0
0.8787878787878789	1.0
0.888888888888889	1.0
0.8989898989898991	1.0
0.9090909090909092	1.0
0.9191919191919192	1.0
0.9292929292929294	1.0
0.9393939393939394	1.0
0.9494949494949496	1.0
0.9595959595959597	1.0
0.9696969696969697	1.0
0.9797979797979799	1.0
0.98989898989899	1.0
1.0	1.0
