FPR	TPR0 AUC = 0.9583	TPR1 AUC = 0.9674	TPR2 AUC = 0.9654	TPR3 AUC = 0.9767	TPR4 AUC = 0.9796	Mean TPR AUC = 0.9649 (+/- 0.0077)
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.010101010101010102	0.7010309278350515	0.28125	0.84375	0.5876288659793815	0.845360824742268	0.6518041237113402
0.020202020202020204	0.711340206185567	0.6354166666666666	0.8541666666666666	0.7010309278350515	0.845360824742268	0.749463058419244
0.030303030303030304	0.8762886597938144	0.8645833333333334	0.875	0.8969072164948454	0.8865979381443299	0.8798754295532646
0.04040404040404041	0.8865979381443299	0.8645833333333334	0.875	0.8969072164948454	0.8865979381443299	0.8819372852233677
0.05050505050505051	0.9072164948453608	0.875	0.8958333333333334	0.9072164948453608	0.8969072164948454	0.89643470790378
0.06060606060606061	0.9175257731958762	0.875	0.8958333333333334	0.9072164948453608	0.9175257731958762	0.9026202749140892
0.07070707070707072	0.9175257731958762	0.875	0.9166666666666666	0.9072164948453608	0.9175257731958762	0.9067869415807559
0.08080808080808081	0.9175257731958762	0.875	0.9166666666666666	0.9381443298969072	0.9381443298969072	0.9170962199312716
0.09090909090909091	0.9278350515463918	0.875	0.9166666666666666	0.9381443298969072	0.9381443298969072	0.9191580756013746
0.10101010101010102	0.9381443298969072	0.8958333333333334	0.9166666666666666	0.9484536082474226	0.9381443298969072	0.9274484536082473
0.11111111111111112	0.9381443298969072	0.9166666666666666	0.9166666666666666	0.9484536082474226	0.9381443298969072	0.9316151202749141
0.12121212121212122	0.9381443298969072	0.9375	0.9166666666666666	0.9587628865979382	0.9381443298969072	0.9378436426116838
0.13131313131313133	0.9381443298969072	0.9375	0.9166666666666666	0.9587628865979382	0.9484536082474226	0.9399054982817869
0.14141414141414144	0.9381443298969072	0.9583333333333334	0.9166666666666666	0.9690721649484536	0.9484536082474226	0.9461340206185567
0.15151515151515152	0.9381443298969072	0.9583333333333334	0.9270833333333334	0.9690721649484536	0.9484536082474226	0.94821735395189
0.16161616161616163	0.9381443298969072	0.9583333333333334	0.9270833333333334	0.9690721649484536	0.9484536082474226	0.94821735395189
0.17171717171717174	0.9381443298969072	0.9583333333333334	0.9270833333333334	0.9690721649484536	0.9484536082474226	0.94821735395189
0.18181818181818182	0.9381443298969072	0.96875	0.9270833333333334	0.9690721649484536	0.9587628865979382	0.9523625429553265
0.19191919191919193	0.9381443298969072	0.96875	0.9270833333333334	0.9690721649484536	0.9587628865979382	0.9523625429553265
0.20202020202020204	0.9381443298969072	0.96875	0.9270833333333334	0.9690721649484536	0.9587628865979382	0.9523625429553265
0.21212121212121213	0.9484536082474226	0.96875	0.9270833333333334	0.979381443298969	0.9587628865979382	0.9564862542955327
0.22222222222222224	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.23232323232323235	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.24242424242424243	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.25252525252525254	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.26262626262626265	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.27272727272727276	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.2828282828282829	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.29292929292929293	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.30303030303030304	0.9484536082474226	0.96875	0.9375	0.979381443298969	0.979381443298969	0.9626932989690722
0.31313131313131315	0.9587628865979382	0.9791666666666666	0.9375	0.979381443298969	0.979381443298969	0.9668384879725085
0.32323232323232326	0.9587628865979382	0.9791666666666666	0.9479166666666666	0.979381443298969	0.979381443298969	0.9689218213058419
0.33333333333333337	0.9587628865979382	0.9791666666666666	0.9479166666666666	0.979381443298969	0.979381443298969	0.9689218213058419
0.3434343434343435	0.9587628865979382	0.9791666666666666	0.9479166666666666	0.979381443298969	0.979381443298969	0.9689218213058419
0.3535353535353536	0.9587628865979382	0.9791666666666666	0.9479166666666666	0.979381443298969	0.979381443298969	0.9689218213058419
0.36363636363636365	0.9587628865979382	0.9791666666666666	0.9479166666666666	0.979381443298969	0.979381443298969	0.9689218213058419
